"","design.factor","APP-2","GJA1","FAM127A","SERPINF1","DHRS3","LTBP1","ITM2A","ITM2A-2","AKAP2 /// PALM2-AKAP2","GYPC","FBLN5","FECH","F13A1","SORL1","DPP4","LAMA3","PPP1R26","FZD6","MEIS1","PBX3","CDKN2C-2","FAAH","PROM1","RAMP1","ASB9","CD38","ADAM17","RASGRP3","SPIB","CTSE","GPA33","CETP","HOXA4","ARHGAP22","TRH","EPB41L3","HPGDS","KCNA5","HOXA7","GNG7","POU4F1","CSRP2-2","NR2E1","BLNK","PKLR","MAN1A1","HOXA6","ADCY3","ADCY3-2","SPON1","CD34","LDLRAD4","CD200","SMAGP","S100B","DEFB1","PKLR-2","DNTT","CTAG1A /// CTAG1B-2","HGF","HGF-2","CSRP2","POU4F1-2","CTAG1A /// CTAG1B-3","CDKN2C","GALC","SPRY1","RPS6KA2","MCF2L","ROBO1","HOXA5","SPON1-2","ATP10A","HOXA2","HOXA1","HOXA10-HOXA9 /// HOXA9 /// MIR196B","APP","LOC81691","CTAG2","POLE","HOMER2","CTAG1A /// CTAG1B","gene83","ARHGEF3","FAM134B","ECHDC2","LEPREL1","CHD7","TESC","BAALC","SLC24A3","LAMP5","MREG","SIDT1","NPR3","NPR3-2","ITM2C","MAN1A1-2","KIF17","V100"
"GSM856234","wild-type",4313.50836305577,490658.592686476,3812.42913889999,800.959320420343,29144.3997575891,2507.25573571192,45538.6680613241,49783.1767601311,58907.1226678788,52613.4855067808,10603.4105815479,30318.245691113,373.38153594606,25735.8783421719,11502.3324174069,3867.12311398504,746.499031796369,117005.776800777,540.504683964454,383.789069527388,19458.3211354858,23101.3722783533,43638.9179230819,93669.2043374576,20318.9909382466,23293.1099278509,6165.10767392154,205.451081103471,9454.38673068529,7571.35767009155,9260.1893473293,1301.15680972615,2637.04796724509,484.858015227163,195811.557913166,532.587320910197,127369.06460159,5908.04007192397,907.678014069009,29197.8635709582,9078.26470912904,372504.44529474,7057.20709467899,2778.7351369981,6866.66911467705,66628.7435873126,3935.05753035416,39227.343569855,98759.9343515782,11469.6024657119,89003.5139753055,16008.067952615,31336.0232286285,123585.407225499,12035.2781546811,222.882364264077,7939.20834751049,889.788654786492,629526.923554489,5065.10309136455,982.49521033585,337242.310513837,6695.30010155051,648771.065076933,17022.0090752172,67823.2581088936,163807.638736163,45013.0578948913,247772.756617172,1939.14081145585,316.689830115428,6530.04515456756,28980.8953391901,1549.48238305899,1116.056050815,72.9974989757419,8791.50378336661,23313.4375362091,780364.85837734,28255.1578584658,32396.7212518856,535173.878417839,7935.70047817682,10521.7854379695,54968.3236283533,3331.09277688222,14138.3045436406,5233.87400980762,23192.8253429064,181747.983755648,1026.04577742699,1877.94013051996,30730.023891691,86665.5832672141,75776.3142382261,92257.8043617057,48733.1968648743,55618.8463627134,6352.56749602964,290934.235906394
"GSM856235","wild-type",84622.020782097,6477.96085058442,4969.04542451407,62703.6725129069,45176.5742934274,3539.31216645846,57198.9187322172,53985.3002573292,43572.9847494553,36459.380687,55995.8460865763,36376.6645396822,473.12967190277,33400.4693360927,7923.82899865806,6973.50069735007,10944.9106165633,26251.2141506058,108.100936792891,4004.19929206908,38198.9366624801,17196.9793636248,32955.2695833587,48316.1048903927,29219.3116511333,17525.6466070571,6334.60504240307,288.294258967774,3099.08336970755,122651.770346044,87956.1035634464,134385.101754529,6209.11571234993,851.777594317988,58542.7990612213,450.650810000936,92907.5679432313,4752.11918828667,2136.46853311526,36221.7398726922,61198.8078154322,34020.5721488217,15363.477391956,4507.36687920041,140087.39397055,15959.2958948267,5341.77049548076,17521.7320039005,15467.6013546272,9229.5773145523,56494.4066539863,30979.2335445016,41960.4811644481,29431.1248386035,95671.6417910448,177.855624008708,157990.246115459,2216.30843829846,6042.79624187741,16048.6690340518,14917.5522769326,28089.3500749545,98077.5740417544,6461.06707520149,18886.7797323337,23658.6926251615,10365.8089582875,32277.9424278881,16074.8870238864,2893.79474940334,575.405307768879,1389.37130948246,3750.46880860108,3503.17756169859,1047.16370199926,84.8452605896058,28433.9714443904,78077.8817957913,4080.65290446471,29401.532696532,20037.80374766,5999.46907353332,82917.8960219758,2322.73060679034,2783.42241423473,4369.08507967855,7126.16156433499,2933.90334884111,40627.6538253686,8329.5201052451,5288.08208366219,84039.3805917071,36888.7709052296,24252.215392557,58901.1740936547,73372.7611814913,53802.8724056397,19877.5765589214,22526.0583048867,4876.80605597409
"GSM856236","wild-type",2150.31610934422,5715.15748955546,3091.37921190222,7954.67027937461,25501.3497878905,947.509435007413,46518.5210588781,49756.0371035292,30015.2035234557,23012.9241182621,34297.1141233056,12552.6951682584,2333.97158660868,25758.0517008814,9201.86593392549,9192.34182832509,6129.14994527545,10876.2333214048,696.513990472377,2125.23197250791,42212.4219731238,19447.376663148,25089.7489552948,36683.9190048125,36096.3430121182,19472.9406745079,5366.45905633058,165.686355728606,2627.67350501964,7861.75144404904,11331.960523342,39624.2909711916,2012.48397500283,694.526346136206,43565.3815169943,239.956924805693,73338.454222905,4752.11918828667,479.528007432684,20330.219740019,158516.392537808,5289.33804497063,14114.414189358,2487.93727382388,8592.51643226967,16470.2040472353,3743.44546533691,16585.4986623254,15112.0655909615,4670.92963850822,84915.6968309746,11377.5176841567,9446.05754364795,14114.281374212,42496.6078697422,6387.04310522411,1565.15821708064,714.279883429523,1696.94962956831,15470.5866160156,16358.5452520919,5039.4973260895,128938.379499985,1132.35196163325,35741.4375947327,32075.9687394157,24935.8551425849,17723.5247513131,8005.16462233699,492541.766109785,861.727619928033,17367.1413685307,25719.1239814068,6377.57966360513,8019.0694021522,585.890921098494,3355.5357951781,28613.7016581151,2952.47239558329,39361.0782549922,36831.3916504607,1460.047783382,6206.12473293316,2657.65931721433,12943.768036748,4785.47167678883,6157.00359158543,7366.19305084035,35320.0030880877,18260.5960075502,1124.70402525651,973.284585917321,22829.8380674277,38620.0040149509,25428.2933685323,74078.4300547733,21797.5523250722,13732.7934266758,4089.00896296161,1346.58077664956
"GSM856237","wild-type",30619.4713055123,1572.54846735202,8217.03276535698,17918.6042254037,46175.141865462,2412.50479221118,45704.0182546613,49968.6310802443,22520.5456549793,46726.7494787047,97179.7114123306,36864.8249073367,1163.27893690054,23695.9293408969,6326.28282957377,18257.8927348802,10821.4295737098,4716.01656357037,1148.57245342447,1340.0635010998,26064.045782063,27689.1667729999,35710.304883563,34418.6535529781,22611.3347252416,17401.6151377928,7805.49746041231,543.451246789827,5962.46180707115,47360.5845890664,38170.814394415,106206.924593897,7191.61696330413,1358.47606068151,123890.871336713,526.734712988107,63357.9449556625,7770.35705111739,1233.07201911262,27476.0383386581,118865.216911359,22935.4700758514,14926.3052710467,8040.02240220576,35251.3494657217,23096.2087454835,4724.87311542524,19755.3569493795,19410.8161880102,15876.6694924294,49079.5963764145,27229.340075566,23728.2702967684,17861.211676245,64165.5359565807,521.184518455898,108903.255075422,5269.34474004294,10181.6977774099,48682.7979189033,68578.1656814423,45600.0085054807,159711.262435542,9458.46932658363,9902.4103356109,22007.0164874912,24576.64394106,29769.0659937205,14009.0380890897,2983.29355608592,607.350359125479,4098.64536297325,29662.7987589358,3031.59596685455,1543.18861347259,209.820036322944,24080.1637501468,27832.3286401436,3504.56072971675,30574.413311201,27971.1382926519,5282.71834350942,19025.3331976803,4312.20714670882,25648.4691176722,7304.610589306,14138.3045436406,9100.33949453036,45549.2935999382,25946.6338729051,4015.39068666141,197838.809098963,23721.7945314574,47003.6038964143,33264.8310521072,23018.2465808663,38217.5540765391,22563.3367175879,47552.9836987277,4840.41198092951
"GSM856238","wild-type",96802.8533535918,3626.24982396845,4936.41873098476,78677.0898172897,12953.8317448074,4316.26990316454,16455.4062776732,14171.4240223052,8999.33647852959,10204.7883236528,30498.4696108439,5963.40191986499,12414.5990832607,15088.9706018219,3450.69972522206,82477.4946113858,746.499031796369,10761.2085271714,2039.17676222953,222.277836101279,24954.4351373556,5718.79313744823,21346.265875628,15914.2066552925,9976.53845325986,26654.3627449156,7044.19572062237,231.960898020048,20052.3788738542,9250.36167224575,31013.7866954622,2439.66901823653,861.971357714461,1520.09539909056,4024.99920023499,216.546493117333,12637.6239072387,6614.43616748009,1310.13902030715,10223.642172524,82393.200132465,68963.9649778298,8930.80189857607,64998.7075650526,5911.94506664708,40546.0923426982,4285.5674053857,9167.8635821899,16656.3118371862,30490.1669071372,24488.2168993198,12293.6848384989,21729.7032316452,47077.1411934479,31546.8113975577,502.048153847366,2336.39559941023,138570.297385327,4180.29055088779,21623.035207972,52039.4963074555,37147.6870408369,116585.265064425,2497.83520948511,14717.3438015502,14969.6217034426,12143.537863793,10446.3159130256,6197.54680438993,1819.80906921241,265.419994604836,73219.8680097256,26605.5984270761,1482.11358379556,1680.97331110407,358.108149425498,77261.2116839756,8832.78320315401,3744.59913586174,12692.9537706124,9141.96397739045,3849.21688346164,71319.5645538712,6437.32981434902,42656.3754034255,6766.282203042,15506.5275639929,4248.92074269668,7571.17613251327,50134.4162901104,1933.70165745856,1559.75093897007,45797.7170161933,14434.7044709346,18183.5414215341,18313.7874256527,26203.5861283825,30310.7217906642,50181.6323177744,3202.67860392328
"GSM856239","wild-type",91806.9093390675,4670.70365676196,27846.8829272669,33763.8680385193,20202.0549831965,3631.14769631302,6122.24401034235,4061.44961047808,14182.1183576015,23926.5989518189,9920.20113686052,48362.7449954845,2854.2794309234,16341.7653689093,10863.3139497731,24407.2524407252,2104.79050318525,16474.1066407648,2197.64290821002,3795.51398551356,7566.60024741956,20937.9748744301,15974.9985804207,1491.06080373912,9653.67313114789,10226.3946408483,5972.62761140861,430.784524894375,22418.1580096028,34419.582044161,18099.7463649833,4798.01573586517,7034.56285999175,742.575338636195,69666.8033537782,1433.88894091207,2236.47013946586,10146.4166452607,7008.81560863664,29392.9712460064,29067.2259631306,4546.57993652794,21796.152885336,103287.092882992,15128.7041457056,35278.99798797,8711.33876078402,22475.1564787625,19213.296319307,172801.940232311,14055.9012218318,17684.1567000937,17685.4330857121,45697.3594268209,8073.27001356852,130.577546740571,31575.3657706703,251385.702973853,12375.3155912421,40396.9499270515,14213.4307095253,12949.5943948882,9908.86830524941,9258.64250982482,5924.23293376239,17252.6980861464,50656.1102558463,27406.9074796796,14590.0581020013,1372.31503579952,14607.959287018,382285.515804099,14626.8283535442,1931.23891221845,2989.92793860314,5297.09599897268,40455.1784306159,12668.3442913719,4296.6874699952,12623.3761070303,60731.3571181912,8096.62861693655,11191.3724692237,10463.1729136453,56334.4205187753,13116.1778089737,206316.629610627,8183.49469801752,20340.6332295393,73142.481267517,3018.94238358327,8297.87499532075,8186.8861162729,37578.028659102,19501.1893506307,23169.4613394267,26401.9944828794,24142.3275801006,68381.3731038134,3348.25490410161
"GSM856240","wild-type",167.389876775298,950.570342205323,7513.92751980033,12833.6567683351,8911.35474629497,1244.88162691743,10766.134810625,9467.21687797151,15548.3456372157,3527.86958564221,10357.4551814604,5098.66069716274,6381.184805663,10558.2143055119,5176.04958783309,22315.2022315202,1644.54297982208,8371.24891365472,4134.86083232808,9418.82341465131,13870.1330588424,21836.9737956314,3331.27932482707,3756.32625557356,10288.6415979681,22610.9368468968,10505.9640091011,3860.49208847651,14072.457442165,7502.7191417016,9611.76263780417,2338.01614247667,4167.41236928898,5477.58514499876,490.037836155777,2013.29712519899,765.520736990067,7706.13922424865,3185.43604937426,10974.8067214594,2953.96842918645,3477.45841679984,11866.1004246815,41007.8838531794,3561.85510226563,6104.56235713007,5809.11699552282,15885.4072615036,12109.7635866735,11598.7267225457,17627.9054772881,9950.00142041419,14791.2817225386,13304.1342818806,20122.1166892809,632.625700587937,4037.65453101962,27812.0178610787,4635.56971979637,15064.5525366807,30653.8505624785,5911.30909980118,215.4101805489,1532.00559515087,8224.11674420606,7208.83458568018,6293.52686753171,9595.35197629039,7488.70238863783,15035.799522673,1994.39660136204,1875.65126780132,24559.8881678392,2627.38317127394,5456.27402620665,11759.8588664062,7688.37139070181,8835.75420322235,1872.29956793087,16523.0384897008,12449.7918976391,7698.43376692328,12615.7289653067,13685.1871079241,11902.1191578013,8176.04825325822,11458.8677954507,6465.0655936963,14325.2957272875,9623.6343876909,680.741910023678,34657.6658639149,5680.9131935227,14406.0262501314,19205.2964823424,17238.4824758896,9085.73430247833,9618.56302977357,28842.1167923185,3020.70822870037
"GSM856241","wild-type",32744.0351261218,2370.55813735155,3376.86278028369,9144.66698399912,12547.518043083,3349.81027945698,24171.7486334113,28985.1532508559,37198.998970758,20605.6621138681,12352.4267599475,10190.3476747876,1110.70897335579,28237.7723165616,3706.30711227554,7734.24622797008,3154.37936744029,10313.8898829303,61.4209868141426,5185.94980198883,27126.4389525276,9662.78840465391,40042.6504701436,8716.97085262871,41692.675262059,31020.2704630219,9032.19875433798,3207.68784690581,9847.22828459188,12634.7691105503,77408.9048492002,3293.55317461931,3217.78290740017,725.102977727108,46706.2768466574,2305.92752130349,37701.2431220705,5201.64397636784,1391.48752156806,16262.2247152647,8676.4543547853,10983.8168763645,19922.5580814389,11847.3203515423,5508.02335401902,31723.7092985284,4823.01588043407,14315.7578906135,10008.8704377399,9375.54386575569,16170.7340662175,13962.6715150138,21795.6936536068,9367.32575508241,18236.092265943,2434.82097930909,7984.57525235341,28987.518469237,2317.78485989818,85886.5306796598,154268.122942901,10089.6265030779,9139.54623186049,4929.06148005062,27440.8174389527,15099.2469193104,15127.1900887032,35711.1417588544,11362.1691413815,2774.4630071599,53.6361356110812,1597.77700590483,22298.2418256828,8241.44977656015,564.917260289072,34.3967272660564,45509.4542221029,31314.3407202298,1440.2304368699,48472.4389621663,24726.9224477927,8627.55508362092,6206.12473293316,701.675648338251,17417.7353528799,6010.83794828478,5814.94783649735,10583.0085083197,24951.3197285914,8129.3256306126,1045.7774269929,2938.5707690196,7539.15582691797,11844.1051917139,13682.7334953039,11122.685574112,18506.7103073824,31255.164923382,22909.4028951644,2402.00895294246
"GSM856242","mutated",16211.0657584693,1361.31061352861,6802.66560086134,6142.21376002343,8573.90777367638,4332.30467821851,14514.0725262692,21544.3640658281,13978.3597958235,23334.1705209282,11805.8592041976,7419.16587340607,6513.28368841648,3268.35307378185,14377.9155217586,28971.7256244453,4877.50119271462,22148.6631562804,11768.2610735897,14567.9934308104,14056.6420821017,7835.79059705128,3819.19397341286,10174.5783691045,4756.88241244969,16645.02317528,17182.4366252212,16704.498384558,6058.48974247054,4065.51283540481,2812.586323799,6546.44519893468,21103.6885799752,3442.05509909013,2200.08084897237,731.57599026126,323.974646371223,8862.06010788595,12964.3822009479,7862.83930444114,3152.66585715863,17376.0381732652,4371.72120909318,2972.60037911425,3378.25432379833,10112.8211610783,10697.5613859628,16804.971760202,13916.1725677224,6158.66564115808,5719.07540539669,8252.60646004375,1018.13793883631,8633.12995265703,909.090909090909,1241.6123625418,2472.49631393898,522.444714737023,6166.96328794338,2835.35662179646,7270.46455648529,9643.08876532315,1560.62477744611,2298.0083927263,14717.3438015502,9663.3507700156,7869.65764973242,1555.2099533437,8521.62685603615,1581.14558472554,27161.1813201115,3126.08544633553,15138.2559183534,35525.8134782511,33509.2384639762,14282.2855325836,11807.2915792829,16408.8333774032,2856.4570331253,10131.8331063776,7088.20268624707,6318.02495354393,7223.52223013531,14473.9442209726,13934.1882823039,5820.4897896058,3876.63189099823,8000.12573871495,5450.2603429493,14850.1401361322,2545.38279400158,3662.29520470171,21375.0995487125,15792.1402556185,1537.25591727945,3696.36076481065,16830.5017952535,7405.02443746606,3066.75672222121,1164.61040142665
"GSM856243","mutated",502.169630325895,3532.36633338028,12918.5393029307,1084.72776536927,3398.57308137293,48191.7875713001,8879.91779033351,2786.79040540767,2774.25118728547,6616.84148868086,20113.686051596,11654.828777751,30625.3736342762,24649.3837654059,5942.87174899355,7797.64168885508,21104.0327786041,10045.4986963857,34211.4896554774,26001.7094604805,2984.14437214925,6205.99255280894,19771.0586696334,9371.69947478339,5962.24628166771,6728.70720759271,17320.3327894096,62530.0306519758,9026.62592754256,7851.19167045058,19468.3709600462,3415.53662553114,21775.7340453119,23915.2939943127,846.296797159235,3757.37428598183,9241.11551786302,18623.1697919342,19163.9942970419,8531.08309148111,15233.4694778673,2070.71957505233,14239.3205096178,5805.18697225573,5397.86288693864,3191.85917896533,19324.7777767392,9181.75428458715,5458.73091688723,12423.9991466571,1824.68809439376,11753.927445243,6457.63414910064,4708.97997417656,3012.21166892809,37349.6810418287,15039.128955427,632.647896751863,5090.84888870494,37258.7882291409,18127.0366306964,9579.29765992962,5222.59784677742,2064.87710650769,2003.43309059438,7129.38687272895,8844.65948244264,30429.2966342909,9167.2046481601,1789.97613365155,29054.2214005026,1736.71413685307,12490.1976383412,33122.9929711886,3265.4973338661,34488.4518720992,2139.15406942604,11601.7552668404,2112.33797407585,24378.6880303226,14258.1923265662,5919.83010353066,20449.6896937634,16733.0383727824,6864.63687437031,12021.6758965696,6613.07793170287,19725.2609078335,6068.95013596164,12397.7578218841,28137.3322809787,2851.22471643728,6827.71436156092,6605.55019166611,7887.394270312,3057.89845088881,5959.77646904282,9741.04549854792,4746.1711177233,30461.8408123158
"GSM856244","mutated",386.284331019919,5046.23761911468,19673.8961981745,4238.21903262422,3725.69004462564,3447.47663660389,4629.80541344285,6187.8417052389,3944.55677288235,8873.91036975044,4263.22693484915,8549.78015349157,1939.69686002304,9589.9776418633,6645.79206339063,9509.31913275009,14318.1881963349,9853.79070599663,8661.58756053038,6586.77990576379,26182.0894676702,12336.5851960978,16218.9559047136,8630.94811395145,15002.4753008029,12059.5797565758,9980.234883133,11813.4371634496,3134.00261894369,7381.28174531938,17773.2854523995,2155.04096610893,19142.3384990741,13606.6010579515,2621.77512934382,474.061241689297,4546.09584424135,4366.81222707424,12947.2562006825,10760.1882789064,4013.68804503808,4569.0877579959,9930.05246065451,1917.11183870412,12337.9723130026,8585.36379820708,14847.5983063363,11993.2324497921,14964.8235070191,8786.06356281895,1129.63022663529,7620.52214425726,6052.2644141936,8924.27656396364,22645.8616010855,34884.4670128472,5398.66167630713,865.299058783193,4759.73676586234,3406.55710628458,3291.3589546251,4465.37737754766,298.93657708827,4496.1033770732,11422.9156406444,8960.86572918366,8687.04640422256,938.994688811291,10329.2446739832,1014.31980906921,33755.2709334738,2222.99409517193,4239.16625941879,35974.938806674,17608.8843573033,19854.5553496848,9701.69286780867,10232.1242353389,4368.69899183869,10267.6752114664,7724.32344014104,1539.68675338466,7630.48122901618,6686.85170361489,6506.03644063455,27062.1546221886,8779.4310472607,22444.3606186345,13639.0540158007,4039.63850597724,3739.14759273875,2508.07950986387,3875.76320679586,7771.79783766215,3109.18678006144,2822.67549312813,7648.98414922498,9006.15068590182,2026.24997718187,1783.30967718455
"GSM856245","mutated",57646.4983325393,3379.80566117448,3048.96451031411,503.460144264216,3553.52322186105,3838.14206519157,14036.3941899617,10937.2816105758,2314.48827865812,11423.0214350619,5711.63095758636,3952.35554811692,13722.1084329635,6629.83425414365,6965.30129720749,4818.05502726005,10703.5613055314,881.856755789581,23131.1436342061,14871.8264441863,7823.93548204319,11019.9867760159,1390.13613239312,13266.6179204481,14819.5182849394,17091.5364646318,10649.6058467974,6306.02269903074,7996.50807507639,6890.25227299127,7219.80864368047,1118.18163335841,15734.6296992962,55387.3840818056,1010.61215468328,602.818615975279,603.533413804455,12201.3871050604,19048.3937952501,13247.8111357706,2799.42598520808,1046.61369826015,5620.78441169123,253.101843873858,2093.04887452723,9196.34674335556,24545.0381822091,17135.5704772568,14433.3154966906,7051.30724274799,12103.5494374416,7279.6227379904,405.369734907048,11823.0841287121,909.090909090909,2502.36108969214,4582.05738913463,334.691145378405,4014.7344894665,5945.99058551491,605.872046373774,5602.98542373242,536.327388305425,4429.4944381536,7985.04358303728,4344.53546085946,4108.93629499304,11620.0592740397,8844.41575209813,835.322195704057,19569.301831043,5418.54810698159,2761.70884996988,11520.0646740473,2176.9982225774,17152.5013300068,32292.8376088452,11233.3512583671,2952.47239558329,16181.7766159412,8960.2151905636,4300.50438014335,11089.6327195035,8219.15055380462,3346.93738153379,11504.1668401611,3990.65047602759,9247.03466197242,1621.24604338763,600.5834238975,2111.2865035517,648.856390611547,13942.1290151314,9626.32278293455,957.028495870214,1327.32954736382,3772.49540239951,9924.03135551201,9145.50665376682,1528.55115187248
"GSM856246","mutated",6309.31073999202,15678.5429282261,11101.2324733481,4050.56570612574,6934.87962095752,11380.3171678506,1412.21313272476,945.817032577087,14385.8769193795,25716.4003381014,8854.39440314823,36167.4529535446,6621.79348496398,6397.01398769379,5176.04958783309,15214.9106124002,12538.9386243089,6965.39031746843,7401.22891110418,9874.57293471508,15355.1226237806,15056.7819318617,6227.22101061425,4779.04103762539,14776.4695753245,7384.83368000129,5607.77734366022,11047.9661999834,6294.19467481449,6610.41827263224,9310.41410311142,42307.9268912518,12794.4307884481,6504.08634840761,827.393260452929,3886.13166026782,1473.56210123685,5972.2578987927,15353.4592379786,6550.74018974221,4958.6047025058,652.726822570843,6182.86285286035,4184.25814234017,4296.25821613484,5635.79095955925,24456.2423472011,13996.2717354766,9901.13232753822,7225.34428456741,1314.03333440794,8671.62864691344,5778.87552320977,10924.3271981569,5834.46404341927,51589.3876475892,9663.15073154134,824.483065444364,4718.34775050702,4989.401822336,638.621886718302,4486.6410793455,325.313333890176,3996.53633517618,12283.579020852,8651.43779453149,6923.97918041199,11840.1361542299,7036.79793415107,10053.6992840095,15952.8065107959,2361.93122612018,7978.27001102411,5254.76634254789,19896.1103379859,17825.1484409874,9370.33370803483,7795.9041793058,2208.35333653385,8541.48651021632,6906.45389942022,4990.70878683302,4985.24773629057,6877.76106855656,3432.31843718516,8357.47384199913,21150.4475229462,16597.510373444,19600.7788843425,3217.4111994509,7557.22178374112,11885.3021549519,6753.38465622511,4684.10939785296,3166.97835589902,3091.5017305689,3803.96707242315,7269.26073713787,12668.6259834614,1201.00447647123
"GSM856247","mutated",10133.5256170892,6466.2254142609,15412.8500232465,12911.4642451759,11394.0003305603,11721.4205644532,2730.11541443495,2426.73762782213,5441.39851517479,13976.3045315769,12735.0240489725,17050.7442702177,11808.0225808213,23980.4874443356,7859.92715189469,16229.2379865602,6280.69486150478,6019.63089821584,24445.5527520287,9778.62566733323,13818.1938371753,13606.7836718596,13333.5296208356,11512.7098596396,10353.2146623905,17302.3899623813,16989.9565627083,17629.0282495237,8171.10432125709,13310.5946208513,4878.07940533889,25596.1941163316,12626.4194221139,9015.73822908886,287.915405219121,561.850360520648,2335.75269238607,6614.43616748009,20919.4093242508,17681.6330512402,2622.80604923281,2003.19611064845,13677.2420684487,7383.03463725659,7344.03113869203,7368.66500226485,52903.6238047613,8837.26486513517,6909.60413427042,11840.1329418436,2381.76601437828,5880.51475810346,11076.9636864135,4164.66239651637,909.090909090909,44587.7295378793,36316.2073267551,938.767846793087,5215.01593477091,4617.77741074132,2308.86374428925,4252.7403595692,1384.77973210007,8725.77099846799,15004.2315949527,3608.59875141647,13602.3751924346,6543.61923765369,10910.2646868948,3699.28400954654,19600.8524990495,3056.61688086141,3807.29409357988,41476.7240798545,24387.8914807721,15409.7338151933,18795.1948727413,5228.96012026608,2712.43398943831,8687.26828153111,12876.9015466822,7008.22936023361,18211.4151999186,10434.7039732593,25136.1827837639,26848.0129436748,18813.0665298444,42688.2937256381,14303.8506738036,4297.03140193331,9372.53354380426,10724.8474563582,17170.1619325723,8785.09497270789,2841.0338681751,1696.96562384489,3004.17615377879,4897.82305857909,21923.6596630218,1746.91560213997
"GSM856248","mutated",1248.98600363107,2839.97559029245,12096.3466259921,8421.51514041961,3346.92303454355,3341.06403851845,1752.09964125132,2054.47200476572,10041.6398907018,3983.03818993923,7925.22955837342,4663.6749409849,3319.99539001858,8448.04966832351,6006.77359575692,7353.87346266007,15536.1603008447,7821.68600787281,12050.7976129348,12401.1843091037,6095.77592475423,12336.5851960978,10860.3070917974,7842.40634274326,11267.9997417077,11171.5144366429,13298.3613339156,16190.8706817994,4766.4775207333,8479.4981995586,1293.28746138972,2399.00786793258,13466.4762537848,6608.92051386214,437.689580661391,15058.7601835378,1951.68597451051,7192.39660929874,20397.0663161545,9843.18220618004,4247.70946020532,4298.99390038038,14114.414189358,7722.29881095985,3672.01556934601,6267.84228212664,12562.2739211306,18152.369892736,12813.6525733248,10178.3598973743,1623.52106773268,6867.7026220846,2517.06323767865,12721.8410592673,2713.70420624152,54966.3931667419,2154.92798003856,583.668704745267,3021.3981209387,5051.33922426845,10807.4473136943,2945.02269900167,2105.74441801884,4063.14527409578,4279.40958492118,11921.3384012611,7231.87449600469,7981.45485489598,10071.0135571336,8025.05966587112,16871.7197164857,4445.98819034387,22855.129618475,18728.5261952348,11877.0409358337,16563.9351078987,7554.14995889469,6723.37315463758,3456.55304848776,8458.65595833292,5198.01530324785,10724.7146270242,4883.50798657035,8182.30839565798,30088.2840115435,21895.9866280419,8380.36599965794,17147.6172513517,17123.8752069448,950.923754504376,2269.13970007893,2052.63223568461,9269.976108309,6213.61450735596,6333.95671179804,2755.46893376794,4303.4087923636,3245.04757632281,21449.0425512495,4403.68308039451
"GSM856249","mutated",13416.9424307585,3544.1017697038,22952.8788978703,8339.13075317638,1542.61473197069,33031.6366111815,15028.4953499851,14071.9119480981,1504.67861005313,3224.56291715097,5984.9147354613,7268.35918839852,10621.8285316063,7878.93346144607,5048.24589430634,13883.6059338151,19734.5157578649,16691.375696539,16976.760755429,27057.1294016808,2197.9734260055,18849.9773800271,1571.00104523095,1156.52793110534,29714.3718117049,13110.1263012452,21112.4773045896,21489.5203380002,8005.23788738542,13416.1923568359,8757.94178950805,1768.76003822148,18419.1591396357,20910.0479179498,549.656682691049,427.240378312576,2474.22572672216,8605.18880041099,18667.3402893438,9296.88071604517,4296.27994259852,8946.85903351415,20609.5428428678,3494.95950370498,9914.44203723424,8890.85527078132,26269.5467673643,11595.9583612305,9247.52112564778,24426.9409340736,2697.70140881395,9097.75290474702,12057.3928127003,4797.58981240031,22686.5671641791,1575.93590893792,2154.92798003856,722.443082097289,4925.29282728364,5436.72750295923,687.746647235095,2679.22642652859,276.955946420015,2997.40225138214,2620.24184640984,13602.2847489661,7895.31559269848,4871.03494820857,10006.4557779212,1491.64677804296,16197.3241878464,9100.38207711011,5296.11656002455,12261.1214659451,1928.98576684073,10968.7341392869,18451.2524537355,13818.1213178168,3312.53000480077,10264.3619893911,15394.122244234,10698.1683036899,9258.31722453963,9327.76458530802,5549.76861733918,25967.6527097845,7753.26378199647,6585.5651955237,3805.4247407293,4111.1365326317,5051.30228887135,3443.9300732459,2835.1473320945,15199.4570256861,3647.80426686763,6031.78870257737,6992.1840791663,7137.92411399429,2865.95717493291,5713.86978199949
